mountain,topic,continent,country,location,url,img_url
Starlight Peak,0,North America,United States,California,https://www.summitpost.org/starlight-peak/150505,https://sp-images.summitpost.org/14147.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=5ef720d1348b8efb40a9c7e9304f8975
Steens Mountain,2,North America,United States,Oregon,https://www.summitpost.org/steens-mountain/150771,https://sp-images.summitpost.org/222460.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=3b04edec2988c561ddf366066503849b
Stonewall Peak,2,North America,United States,California,https://www.summitpost.org/stonewall-peak/151714,https://sp-images.summitpost.org/24241.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b93abfcb044957e58e04a997e5e51794
Stony Man,2,North America,United States,Virginia,https://www.summitpost.org/stony-man/151574,https://sp-images.summitpost.org/579791.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b4cf785c26b4fc7aeefcc0ea5641e537
Storm King Peak,0,North America,United States,Colorado,https://www.summitpost.org/storm-king-peak/154493,https://sp-images.summitpost.org/141488.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=5c329eb29427c32d098b415c6b5ce00a
Strahlhorn,1,Europe,Switzerland,Wallis,https://www.summitpost.org/strahlhorn/150523,https://sp-images.summitpost.org/107582.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=220036149b860b19e7c349e567cda667
Stratton Mountain,2,North America,United States,Vermont,https://www.summitpost.org/stratton-mountain/151903,https://sp-images.summitpost.org/54749.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=bfff644a722348350dbc9427197dec73
Strawberry Mountain,2,North America,United States,Oregon,https://www.summitpost.org/strawberry-mountain/151276,https://sp-images.summitpost.org/106400.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=246e7b10c1b347a50c0d5da7839cdd1a
Strawberry Peak,2,North America,United States,California,https://www.summitpost.org/strawberry-peak/151749,https://sp-images.summitpost.org/96367.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=d971663a8a747f554f155e7c50a9e7b0
"Sugarloaf Mountain (Boulder, CO)",2,North America,United States,Colorado,https://www.summitpost.org/sugarloaf-mountain-boulder-co/445263,https://sp-images.summitpost.org/445273.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=938dd7a5371f2d8e36ac270a3b924bab
Suicide Rock,2,North America,United States,California,https://www.summitpost.org/suicide-rock/152269,https://sp-images.summitpost.org/39599.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=61ff4342c5a5c330127908f0ae1eae3b
Sundial Peak,0,North America,United States,Utah,https://www.summitpost.org/sundial-peak/151272,https://sp-images.summitpost.org/477043.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=cae01995cecbdbb6c6ae0e4312e56c1c
Sunlight Peak,1,North America,United States,Colorado,https://www.summitpost.org/sunlight-peak/150917,https://sp-images.summitpost.org/18047.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=df035bab559ea6e55f07ee477d8905bd
"Sunrise Mountain, NJ",2,North America,United States,New Jersey,https://www.summitpost.org/sunrise-mountain-nj/154250,https://sp-images.summitpost.org/111526.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=1b6521df32537a23ef1414a090278782
Sunshine Peak,0,North America,United States,Colorado,https://www.summitpost.org/sunshine-peak/150459,https://sp-images.summitpost.org/12695.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=bb15c01ef26e6cddd2794c906aa6e6ea
Superstition Peak,2,North America,United States,Arizona,https://www.summitpost.org/superstition-peak/152032,https://sp-images.summitpost.org/32354.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ddf8adb554c9415fc7288fa49a852649
Sutter Buttes,2,North America,United States,California,https://www.summitpost.org/sutter-buttes/150661,https://sp-images.summitpost.org/341158.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c67fa612cbfb9f23525917cf4a57403c
Sveto Brdo,2,Europe,Croatia,VELEBIT/Zadar county,https://www.summitpost.org/sveto-brdo/151089,https://sp-images.summitpost.org/29483.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=890c1470b8610d554332098b4428f526
Table Mountain,2,North America,United States,Wyoming,https://www.summitpost.org/table-mountain/152764,https://sp-images.summitpost.org/253690.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=3075f4c68f7d8d3c1b9837860e0926e9
Table Mountain,2,Africa,South Africa,Cape Town,https://www.summitpost.org/table-mountain/150750,https://sp-images.summitpost.org/6548.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=bb5dfcafe43e7761add2f3bd868536fb
Table Rock,2,North America,United States,Idaho,https://www.summitpost.org/table-rock/154473,https://sp-images.summitpost.org/119255.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=da614fa02b7df1595cff78134469ca11
Table Rock,2,North America,United States,North Carolina,https://www.summitpost.org/table-rock/185534,https://sp-images.summitpost.org/185531.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=cf92391145e6b724008805c295632c6e
Table Rock,2,North America,United States,Oregon,https://www.summitpost.org/table-rock/151980,https://sp-images.summitpost.org/182550.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=99e4919442da9ae3454deb8fd2ed59a0
Table Top Mountain,2,North America,United States,New York,https://www.summitpost.org/table-top-mountain/150619,https://sp-images.summitpost.org/70092.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=83cb5c3f87c6a9285008d9c5d59c8fc7
Tahquitz Peak,2,North America,United States,California,https://www.summitpost.org/tahquitz-peak/151446,https://sp-images.summitpost.org/18579.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=7e65ead1fdd2b8c9008818ada1885318
Tahquitz Rock (Lily Rock),0,North America,United States,California,https://www.summitpost.org/tahquitz-rock-lily-rock/152259,https://sp-images.summitpost.org/287111.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=913637bbb4bd261dca3af8ebcb1970aa
Taum Sauk Mountain,2,North America,United States,Missouri,https://www.summitpost.org/taum-sauk-mountain/154007,https://sp-images.summitpost.org/102867.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=1b0e7b5c332eca0ec2d80ebd4235c84a
Teewinot Mountain,0,North America,United States,Wyoming,https://www.summitpost.org/teewinot-mountain/151742,https://sp-images.summitpost.org/37935.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=5d7b25d545bf7289e3473da7f87c5375
Teide,1,Africa,Spain,Tenerife,https://www.summitpost.org/teide/150595,https://sp-images.summitpost.org/283002.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=86f3326f670a54167a7f5c7db5d03967
Telescope Peak,2,North America,United States,California,https://www.summitpost.org/telescope-peak/150584,https://sp-images.summitpost.org/32930.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=33ac519b3346fd189ce5aa33363e455d
Temple Crag,0,North America,United States,California,https://www.summitpost.org/temple-crag/150844,https://sp-images.summitpost.org/68494.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=acaef6f72d32df4543e2ccab9ed36bb9
Tenaya Peak,0,North America,United States,California,https://www.summitpost.org/tenaya-peak/151779,https://sp-images.summitpost.org/25797.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=8cc453fd64b2fe347ee8b90d0d952bf8
The Brothers,0,North America,United States,Washington,https://www.summitpost.org/the-brothers/517714,https://sp-images.summitpost.org/768754.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=1804571df5d3e14b26a51f85c62b9101
The Lions Head,0,North America,United States,Idaho,https://www.summitpost.org/the-lions-head/153052,https://sp-images.summitpost.org/68834.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=27517b7aee64844721c85bdbd85dae45
The Needles,0,North America,United States,California,https://www.summitpost.org/the-needles/151043,https://sp-images.summitpost.org/68401.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=93bc350ff68751a3561c2d69be3c2d12
The Pinnacle,2,North America,United States,Pennsylvania,https://www.summitpost.org/the-pinnacle/152545,https://sp-images.summitpost.org/50305.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=1c276117c1e6bf277b108d868c14dd32
The Priest,2,North America,United States,Virginia,https://www.summitpost.org/the-priest/213382,https://sp-images.summitpost.org/213384.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b613b27e49031fca18391ba5dc50423b
The Tooth,0,North America,United States,Washington,https://www.summitpost.org/the-tooth/150784,https://sp-images.summitpost.org/65549.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=fdb784c9aef176a2f65734ccb4a66680
Thompson Peak,0,North America,United States,California,https://www.summitpost.org/thompson-peak/150978,https://sp-images.summitpost.org/63836.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=474250d2f9ad2de15e753374666aa143
Thompson Peak,0,North America,United States,Idaho,https://www.summitpost.org/thompson-peak/153013,https://sp-images.summitpost.org/67519.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c03ec76d512c3bf9d8a0d76bd3082880
Three Fingered Jack,0,North America,United States,Oregon,https://www.summitpost.org/three-fingered-jack/150461,https://sp-images.summitpost.org/46493.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=9370dad1acbae49c56bcc3171c240905
Three Fingers,0,North America,United States,Washington,https://www.summitpost.org/three-fingers/150549,https://sp-images.summitpost.org/303794.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=8d6f15f28aeed3b55177e6bdbd9d01ae
Thunderbolt Peak,0,North America,United States,California,https://www.summitpost.org/thunderbolt-peak/150222,https://sp-images.summitpost.org/849.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=2433a38a03faec01c30c2b01ef133e95
Tikaboo Peak,0,North America,United States,Nevada,https://www.summitpost.org/tikaboo-peak/150974,https://sp-images.summitpost.org/87171.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=fb6e37f746ebfeeffad27645367da4bf
Timms Hill,2,North America,United States,Wisconsin,https://www.summitpost.org/timms-hill/154441,https://sp-images.summitpost.org/445706.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b194fa77927e07c042b7c076f0e57ea0
Tochal,2,Asia,Iran,Tehran,https://www.summitpost.org/tochal/150768,https://sp-images.summitpost.org/6282.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=b5daf45868acbbb97616892955f4daf1
Tocllaraju,1,South America,Peru,Ancash,https://www.summitpost.org/tocllaraju/150281,https://sp-images.summitpost.org/318741.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=3dd437d78ba608fe6feb6f14ccd07acf
Tofana di Rozes,1,Europe,Italy,Dolomites,https://www.summitpost.org/tofana-di-rozes/151405,https://sp-images.summitpost.org/781979.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=96886fcd6dd75efad4c5f250e7866bf7
Tomyhoi Peak,0,North America,United States,Washington,https://www.summitpost.org/tomyhoi-peak/150463,https://sp-images.summitpost.org/41751.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=4cf14523a73b09c0c37713f8778dac0b
Torreys Peak,0,North America,United States,Colorado,https://www.summitpost.org/torreys-peak/150385,https://sp-images.summitpost.org/201297.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=cb7045306e3157d05156e89bb4f6173d
Torri del Vajolet / Vajolet Towers,1,Europe,Italy,South Tirol / Alto Adige / Trentino,https://www.summitpost.org/torri-del-vajolet-vajolet-towers/150951,https://sp-images.summitpost.org/38777.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=327f25c943d1dc37b9d85306700f75a5
Tour Ronde,1,Europe,France/Italy,Haute-Savoie/Aosta (Mont Blanc),https://www.summitpost.org/tour-ronde/150209,https://sp-images.summitpost.org/78709.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=866e4f2e727c17df1f349e33710bae13
Tower Peak,0,North America,United States,California,https://www.summitpost.org/tower-peak/151844,https://sp-images.summitpost.org/51947.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=e290204653a10b2a36e5b3279c22aa09
Trapper Peak,0,North America,United States,Montana,https://www.summitpost.org/trapper-peak/353250,https://sp-images.summitpost.org/234691.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=aaa69cd2e8559aa01453b41da72b6bb6
Triglav,1,Europe,Slovenia,Julian Alps,https://www.summitpost.org/triglav/150787,https://sp-images.summitpost.org/99574.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=60c30923c4d820ffe00fba2a47a874aa
Truchas Peak (aka South Truchas Peak),1,North America,United States,New Mexico,https://www.summitpost.org/truchas-peak-aka-south-truchas-peak/151757,https://sp-images.summitpost.org/55006.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=f152bc6ba25800eab6d7dced5911075b
Tryfan,0,Europe,Wales,Snowdonia,https://www.summitpost.org/tryfan/150335,https://sp-images.summitpost.org/397254.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=69ce2b27d3ec045f1715d9a550e64599
Tumbledown Mountain,2,North America,United States,Maine,https://www.summitpost.org/tumbledown-mountain/196800,https://sp-images.summitpost.org/196801.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=df6addf2318ca930599f35ce5bd28e72
Twin Sisters Peaks,2,North America,United States,Colorado,https://www.summitpost.org/twin-sisters-peaks/151216,https://sp-images.summitpost.org/722840.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=2ac43a2854aea912fd4d458a157a0cbb
Täschhorn,1,Europe,Switzerland,Valais,https://www.summitpost.org/t-schhorn/150704,https://sp-images.summitpost.org/65160.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ff8fa4c53e8bc011338a2e64f3ffe922
Uncompahgre Peak,0,North America,United States,Colorado,https://www.summitpost.org/uncompahgre-peak/150203,https://sp-images.summitpost.org/1287.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=aab242c0a7d3d042d727a93c41762107
Unicorn Peak,0,North America,United States,Washington,https://www.summitpost.org/unicorn-peak/151196,https://sp-images.summitpost.org/11126.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=cd13642e0cc0912df6f07f5799539618
University Peak,0,North America,United States,California,https://www.summitpost.org/university-peak/151291,https://sp-images.summitpost.org/783961.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=e308f73b46b9951940e8e69459adc853
Urus Este,1,South America,Peru,Cordillera Blanca,https://www.summitpost.org/urus-este/150225,https://sp-images.summitpost.org/66923.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=1c9e8da6364bdd91c7b1311c6b096f47
Vallunaraju,1,South America,Peru,,https://www.summitpost.org/vallunaraju/150639,https://sp-images.summitpost.org/2579.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=23ef675044fb356666ce2ad5e62608fb
Vesper Peak,1,North America,United States,Washington,https://www.summitpost.org/vesper-peak/150416,https://sp-images.summitpost.org/116923.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ea02b15ae1cdb553ae7a3f7334b60017
Vestal Peak,1,North America,United States,Colorado,https://www.summitpost.org/vestal-peak/151812,https://sp-images.summitpost.org/92536.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=fc598384e551c3840548e62353aed92a
Veľka Svišťovka (Rakuska Czuba),2,Europe,Slovakia,,https://www.summitpost.org/ve-ka-svi-ovka-rakuska-czuba/617866,https://sp-images.summitpost.org/388598.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=6abdbb850b23c39670abf8021933e1b1
Vihren,1,Europe,Bulgaria,PIRIN,https://www.summitpost.org/vihren/154973,https://sp-images.summitpost.org/135748.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=4a34e9c4766770fc44c7dbc553564791
Villarrica volcano,1,South America,Chile,Araucanía,https://www.summitpost.org/villarrica-volcano/151480,https://sp-images.summitpost.org/798462.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=37a0566dcec395ab0036867e40fcce40
Vogelsang Peak,0,North America,United States,California,https://www.summitpost.org/vogelsang-peak/151700,https://sp-images.summitpost.org/23415.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=296ef56201fd4e4521de5ab0fe115e67
Volcán Tajumulco,2,North America,Guatemala,San Marcos/Tajumulco,https://www.summitpost.org/volc-n-tajumulco/150286,https://sp-images.summitpost.org/730459.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=e23add03c1bdf89ed8741a7cda92877d
Watzmann,2,Europe,Germany,Upper Bavaria,https://www.summitpost.org/watzmann/150412,https://sp-images.summitpost.org/86072.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=35ddc05199025b0c1b34b20a85bab55b
Weavers Needle,0,North America,United States,Arizona,https://www.summitpost.org/weavers-needle/150850,https://sp-images.summitpost.org/500267.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c9e97f89c5a3b3d623b12aa3f7952b8f
Weisshorn,1,Europe,Switzerland,Valais,https://www.summitpost.org/weisshorn/150253,https://sp-images.summitpost.org/129715.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=0232c1f187194bab5e75b58e869d4a58
Weisskugel / Palla Bianca,1,Europe,Austria/Italy,Tyrol / South Tyrol (Oetztal Alps),https://www.summitpost.org/weisskugel-palla-bianca/150336,https://sp-images.summitpost.org/11761.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=02c3fdc3c984042c2cb2a86cdfa50d8e
Weissmies,1,Europe,Switzerland,Valais,https://www.summitpost.org/weissmies/150231,https://sp-images.summitpost.org/513707.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=ed5dbfed3b2f282ac5ac81a478d113ad
West Buffalo Peak,1,North America,United States,Colorado,https://www.summitpost.org/west-buffalo-peak/152356,https://sp-images.summitpost.org/54786.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c3412817de69659ab8dba77723fe5cac
West Spanish Peak,2,North America,United States,Colorado,https://www.summitpost.org/west-spanish-peak/150802,https://sp-images.summitpost.org/334985.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=799de10443034f49b99ca34b3bc23d2e
Wetterhorn,1,Europe,Switzerland,Bernese Oberland,https://www.summitpost.org/wetterhorn/150630,https://sp-images.summitpost.org/30490.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=4f64aaf87c5d8ae919dde08c8d4248a5
Wetterhorn Peak (Colorado),0,North America,United States,Colorado,https://www.summitpost.org/wetterhorn-peak-colorado/150331,https://sp-images.summitpost.org/633941.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=48391313e38c1d0add2796e6791d74eb
Wheeler Peak,2,North America,United States,Nevada,https://www.summitpost.org/wheeler-peak/150191,https://sp-images.summitpost.org/202127.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=c42248c36cdc399f9b8139d7eef9dcd4
Wheeler Peak (NM),2,North America,United States,New Mexico,https://www.summitpost.org/wheeler-peak-nm/150429,https://sp-images.summitpost.org/482332.JPG?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=39e090070de06216a7ce79784e89a3c6
White Butte,2,North America,United States,North Dakota,https://www.summitpost.org/white-butte/151926,https://sp-images.summitpost.org/433071.jpg?auto=format&fit=max&h=800&ixlib=php-2.1.1&q=35&s=55fc6d0fcb8a923f1dc46da66a56174d
